LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
IRL;UNEMP;25_74;PC_LF;Q;2013-Q3;1.153.333;
IRL;UNEMP;25_74;PC_LF;Q;2013-Q4;11.1;
IRL;UNEMP;25_74;PC_LF;Q;2014-Q1;11;
IRL;UNEMP;25_74;PC_LF;Q;2014-Q2;10.5;
IRL;UNEMP;25_74;PC_LF;Q;2014-Q3;1.016.667;
IRL;UNEMP;25_74;PC_LF;Q;2014-Q4;9.5;
IRL;UNEMP;25_74;PC_LF;Q;2015-Q1;9;
IRL;UNEMP;25_74;PC_LF;Q;2015-Q2;8.733.334;
IRL;UNEMP;25_74;PC_LF;Q;2015-Q3;8.233.334;
IRL;UNEMP;25_74;PC_LF;Q;2015-Q4;8.066.667;
IRL;UNEMP;25_74;PC_LF;Q;2016-Q1;7.766.667;
IRL;UNEMP;25_74;PC_LF;Q;2016-Q2;7.666.667;
IRL;UNEMP;25_74;PC_LF;Q;2016-Q3;7.033.333;
IRL;UNEMP;25_74;PC_LF;Q;2016-Q4;6.3;
IRL;UNEMP;25_74;PC_LF;Q;2017-Q1;6.266.667;
IRL;UNEMP;25_74;PC_LF;Q;2017-Q2;5.6;
IRL;UNEMP;25_74;PC_LF;Q;2017-Q3;5.6;
IRL;UNEMP;25_74;PC_LF;Q;2017-Q4;5.466.667;
IRL;UNEMP;25_74;PC_LF;Q;2018-Q1;4.866.667;
IRL;UNEMP;25_74;PC_LF;Q;2018-Q2;4.8;
IRL;UNEMP;25_74;PC_LF;Q;2018-Q3;4.566.667;
IRL;UNEMP;25_74;PC_LF;Q;2018-Q4;4.633.333;
IRL;UNEMP;25_74;PC_LF;Q;2019-Q1;3.966.667;
IRL;UNEMP;25_74;PC_LF;Q;2019-Q2;4;
IRL;UNEMP;25_74;PC_LF;Q;2019-Q3;3.966.667;
IRL;UNEMP;25_74;PC_LF;Q;2019-Q4;3.933.333;
IRL;UNEMP;25_74;PC_LF;Q;2020-Q1;3.833.333;
ITA;UNEMP;25_74;PC_LF;Q;2005-Q1;6.4;
ITA;UNEMP;25_74;PC_LF;Q;2005-Q2;6.4;
ITA;UNEMP;25_74;PC_LF;Q;2005-Q3;6.1;
ITA;UNEMP;25_74;PC_LF;Q;2005-Q4;6.2;
ITA;UNEMP;25_74;PC_LF;Q;2006-Q1;5.9;
ITA;UNEMP;25_74;PC_LF;Q;2006-Q2;5.6;
ITA;UNEMP;25_74;PC_LF;Q;2006-Q3;5.4;
ITA;UNEMP;25_74;PC_LF;Q;2006-Q4;5.3;
ITA;UNEMP;25_74;PC_LF;Q;2007-Q1;5.1;
ITA;UNEMP;25_74;PC_LF;Q;2007-Q2;4.9;
ITA;UNEMP;25_74;PC_LF;Q;2007-Q3;5;
ITA;UNEMP;25_74;PC_LF;Q;2007-Q4;5.2;
ITA;UNEMP;25_74;PC_LF;Q;2008-Q1;5.5;
ITA;UNEMP;25_74;PC_LF;Q;2008-Q2;5.7;
ITA;UNEMP;25_74;PC_LF;Q;2008-Q3;5.5;
ITA;UNEMP;25_74;PC_LF;Q;2008-Q4;5.8;
ITA;UNEMP;25_74;PC_LF;Q;2009-Q1;6.2;
ITA;UNEMP;25_74;PC_LF;Q;2009-Q2;6.3;
ITA;UNEMP;25_74;PC_LF;Q;2009-Q3;6.7;
ITA;UNEMP;25_74;PC_LF;Q;2009-Q4;7;
ITA;UNEMP;25_74;PC_LF;Q;2010-Q1;7.2;
ITA;UNEMP;25_74;PC_LF;Q;2010-Q2;7.2;
ITA;UNEMP;25_74;PC_LF;Q;2010-Q3;6.9;
ITA;UNEMP;25_74;PC_LF;Q;2010-Q4;6.9;
ITA;UNEMP;25_74;PC_LF;Q;2011-Q1;6.8;
ITA;UNEMP;25_74;PC_LF;Q;2011-Q2;6.8;
ITA;UNEMP;25_74;PC_LF;Q;2011-Q3;7.2;
ITA;UNEMP;25_74;PC_LF;Q;2011-Q4;7.8;
ITA;UNEMP;25_74;PC_LF;Q;2012-Q1;8.5;
ITA;UNEMP;25_74;PC_LF;Q;2012-Q2;9;
ITA;UNEMP;25_74;PC_LF;Q;2012-Q3;9.2;
ITA;UNEMP;25_74;PC_LF;Q;2012-Q4;9.8;
ITA;UNEMP;25_74;PC_LF;Q;2013-Q1;10.2;
ITA;UNEMP;25_74;PC_LF;Q;2013-Q2;10.5;
ITA;UNEMP;25_74;PC_LF;Q;2013-Q3;10.4;
ITA;UNEMP;25_74;PC_LF;Q;2013-Q4;10.5;
ITA;UNEMP;25_74;PC_LF;Q;2014-Q1;10.8;
ITA;UNEMP;25_74;PC_LF;Q;2014-Q2;10.6;
ITA;UNEMP;25_74;PC_LF;Q;2014-Q3;10.7;
ITA;UNEMP;25_74;PC_LF;Q;2014-Q4;10.9;
ITA;UNEMP;25_74;PC_LF;Q;2015-Q1;10.6;
ITA;UNEMP;25_74;PC_LF;Q;2015-Q2;10.4;
ITA;UNEMP;25_74;PC_LF;Q;2015-Q3;9.9;
ITA;UNEMP;25_74;PC_LF;Q;2015-Q4;9.9;
ITA;UNEMP;25_74;PC_LF;Q;2016-Q1;9.9;
ITA;UNEMP;25_74;PC_LF;Q;2016-Q2;10.1;
ITA;UNEMP;25_74;PC_LF;Q;2016-Q3;10;
ITA;UNEMP;25_74;PC_LF;Q;2016-Q4;10.1;
ITA;UNEMP;25_74;PC_LF;Q;2017-Q1;10.1;
ITA;UNEMP;25_74;PC_LF;Q;2017-Q2;9.7;
ITA;UNEMP;25_74;PC_LF;Q;2017-Q3;9.8;
ITA;UNEMP;25_74;PC_LF;Q;2017-Q4;9.6;
ITA;UNEMP;25_74;PC_LF;Q;2018-Q1;9.6;
ITA;UNEMP;25_74;PC_LF;Q;2018-Q2;9.4;
ITA;UNEMP;25_74;PC_LF;Q;2018-Q3;8.9;
ITA;UNEMP;25_74;PC_LF;Q;2018-Q4;9.1;
ITA;UNEMP;25_74;PC_LF;Q;2019-Q1;9.1;
ITA;UNEMP;25_74;PC_LF;Q;2019-Q2;8.7;
ITA;UNEMP;25_74;PC_LF;Q;2019-Q3;8.5;
ITA;UNEMP;25_74;PC_LF;Q;2019-Q4;8.5;
ITA;UNEMP;25_74;PC_LF;Q;2020-Q1;7.9;
JPN;UNEMP;25_74;PC_LF;Q;2005-Q1;4.100.734;
JPN;UNEMP;25_74;PC_LF;Q;2005-Q2;3.971.748;
JPN;UNEMP;25_74;PC_LF;Q;2005-Q3;3.893.892;
JPN;UNEMP;25_74;PC_LF;Q;2005-Q4;3.968.502;
JPN;UNEMP;25_74;PC_LF;Q;2006-Q1;3.824.017;
JPN;UNEMP;25_74;PC_LF;Q;2006-Q2;3.700.381;
JPN;UNEMP;25_74;PC_LF;Q;2006-Q3;3.707.592;
JPN;UNEMP;25_74;PC_LF;Q;2006-Q4;3.670.131;
JPN;UNEMP;25_74;PC_LF;Q;2007-Q1;3.575.882;
JPN;UNEMP;25_74;PC_LF;Q;2007-Q2;340.161;
JPN;UNEMP;25_74;PC_LF;Q;2007-Q3;3.367.965;
JPN;UNEMP;25_74;PC_LF;Q;2007-Q4;3.432.415;
JPN;UNEMP;25_74;PC_LF;Q;2008-Q1;3.606.891;
JPN;UNEMP;25_74;PC_LF;Q;2008-Q2;3.653.841;
JPN;UNEMP;25_74;PC_LF;Q;2008-Q3;361.843;
JPN;UNEMP;25_74;PC_LF;Q;2008-Q4;3.733.028;
JPN;UNEMP;25_74;PC_LF;Q;2009-Q1;4.161.446;
JPN;UNEMP;25_74;PC_LF;Q;2009-Q2;4.728.611;
JPN;UNEMP;25_74;PC_LF;Q;2009-Q3;5.008.781;
JPN;UNEMP;25_74;PC_LF;Q;2009-Q4;47.768;
JPN;UNEMP;25_74;PC_LF;Q;2010-Q1;4.623.628;
JPN;UNEMP;25_74;PC_LF;Q;2010-Q2;4.673.701;
JPN;UNEMP;25_74;PC_LF;Q;2010-Q3;4.702.299;
JPN;UNEMP;25_74;PC_LF;Q;2010-Q4;4.590.217;
JPN;UNEMP;25_74;PC_LF;Q;2011-Q1;4.405.586;
JPN;UNEMP;25_74;PC_LF;Q;2011-Q2;4.353.806;
JPN;UNEMP;25_74;PC_LF;Q;2011-Q3;4.157.233;
JPN;UNEMP;25_74;PC_LF;Q;2011-Q4;4.092.056;
JPN;UNEMP;25_74;PC_LF;Q;2012-Q1;4.119.248;
JPN;UNEMP;25_74;PC_LF;Q;2012-Q2;408.793;
JPN;UNEMP;25_74;PC_LF;Q;2012-Q3;3.935.087;
JPN;UNEMP;25_74;PC_LF;Q;2012-Q4;3.907.452;
JPN;UNEMP;25_74;PC_LF;Q;2013-Q1;3.984.375;
JPN;UNEMP;25_74;PC_LF;Q;2013-Q2;3.792.613;
JPN;UNEMP;25_74;PC_LF;Q;2013-Q3;3.703.292;
JPN;UNEMP;25_74;PC_LF;Q;2013-Q4;3.619.731;
JPN;UNEMP;25_74;PC_LF;Q;2014-Q1;3.393.939;
JPN;UNEMP;25_74;PC_LF;Q;2014-Q2;3.369.459;
JPN;UNEMP;25_74;PC_LF;Q;2014-Q3;3.349.903;
JPN;UNEMP;25_74;PC_LF;Q;2014-Q4;3.213.931;
JPN;UNEMP;25_74;PC_LF;Q;2015-Q1;3.240.598;
JPN;UNEMP;25_74;PC_LF;Q;2015-Q2;3.159.854;
JPN;UNEMP;25_74;PC_LF;Q;2015-Q3;316.773;
JPN;UNEMP;25_74;PC_LF;Q;2015-Q4;3.051.998;
JPN;UNEMP;25_74;PC_LF;Q;2016-Q1;3.027.926;
JPN;UNEMP;25_74;PC_LF;Q;2016-Q2;2.991.336;
JPN;UNEMP;25_74;PC_LF;Q;2016-Q3;2.886.843;
JPN;UNEMP;25_74;PC_LF;Q;2016-Q4;2.848.414;
JPN;UNEMP;25_74;PC_LF;Q;2017-Q1;2.749.801;
JPN;UNEMP;25_74;PC_LF;Q;2017-Q2;2.700.622;
JPN;UNEMP;25_74;PC_LF;Q;2017-Q3;2.604.739;
JPN;UNEMP;25_74;PC_LF;Q;2017-Q4;2.565.349;
JPN;UNEMP;25_74;PC_LF;Q;2018-Q1;2.347.814;
JPN;UNEMP;25_74;PC_LF;Q;2018-Q2;2.269.571;
JPN;UNEMP;25_74;PC_LF;Q;2018-Q3;2.318.515;
JPN;UNEMP;25_74;PC_LF;Q;2018-Q4;2.368.917;
JPN;UNEMP;25_74;PC_LF;Q;2019-Q1;2.354.185;
JPN;UNEMP;25_74;PC_LF;Q;2019-Q2;2.217.151;
JPN;UNEMP;25_74;PC_LF;Q;2019-Q3;2.142.803;
JPN;UNEMP;25_74;PC_LF;Q;2019-Q4;2.144.876;
JPN;UNEMP;25_74;PC_LF;Q;2020-Q1;2.297.765;
KOR;UNEMP;25_74;PC_LF;Q;2005-Q1;3.068.157;
KOR;UNEMP;25_74;PC_LF;Q;2005-Q2;3.134.979;
KOR;UNEMP;25_74;PC_LF;Q;2005-Q3;3.212.661;
KOR;UNEMP;25_74;PC_LF;Q;2005-Q4;3.082.298;
KOR;UNEMP;25_74;PC_LF;Q;2006-Q1;292.246;
KOR;UNEMP;25_74;PC_LF;Q;2006-Q2;2.940.731;
KOR;UNEMP;25_74;PC_LF;Q;2006-Q3;294.925;
KOR;UNEMP;25_74;PC_LF;Q;2006-Q4;2.921.865;
KOR;UNEMP;25_74;PC_LF;Q;2007-Q1;281.391;
KOR;UNEMP;25_74;PC_LF;Q;2007-Q2;2.861.389;
KOR;UNEMP;25_74;PC_LF;Q;2007-Q3;2.834.089;
KOR;UNEMP;25_74;PC_LF;Q;2007-Q4;2.850.361;
KOR;UNEMP;25_74;PC_LF;Q;2008-Q1;2.621.312;
KOR;UNEMP;25_74;PC_LF;Q;2008-Q2;2.701.203;
KOR;UNEMP;25_74;PC_LF;Q;2008-Q3;2.780.083;
KOR;UNEMP;25_74;PC_LF;Q;2008-Q4;2.939.513;
KOR;UNEMP;25_74;PC_LF;Q;2009-Q1;3.007.011;
KOR;UNEMP;25_74;PC_LF;Q;2009-Q2;3.447.992;
KOR;UNEMP;25_74;PC_LF;Q;2009-Q3;3.348.274;
KOR;UNEMP;25_74;PC_LF;Q;2009-Q4;3.217.991;
KOR;UNEMP;25_74;PC_LF;Q;2010-Q1;3.694.903;
KOR;UNEMP;25_74;PC_LF;Q;2010-Q2;3.029.913;
KOR;UNEMP;25_74;PC_LF;Q;2010-Q3;3.310.454;
KOR;UNEMP;25_74;PC_LF;Q;2010-Q4;3.203.904;
KOR;UNEMP;25_74;PC_LF;Q;2011-Q1;3.257.874;
KOR;UNEMP;25_74;PC_LF;Q;2011-Q2;2.983.034;
KOR;UNEMP;25_74;PC_LF;Q;2011-Q3;287.395;
KOR;UNEMP;25_74;PC_LF;Q;2011-Q4;2.811.853;
KOR;UNEMP;25_74;PC_LF;Q;2012-Q1;2.935.425;
KOR;UNEMP;25_74;PC_LF;Q;2012-Q2;2.775.174;
KOR;UNEMP;25_74;PC_LF;Q;2012-Q3;2.776.943;
KOR;UNEMP;25_74;PC_LF;Q;2012-Q4;2.762.406;
KOR;UNEMP;25_74;PC_LF;Q;2013-Q1;2.751.539;
KOR;UNEMP;25_74;PC_LF;Q;2013-Q2;2.625.538;
KOR;UNEMP;25_74;PC_LF;Q;2013-Q3;2.691.764;
KOR;UNEMP;25_74;PC_LF;Q;2013-Q4;2.691.009;
KOR;UNEMP;25_74;PC_LF;Q;2014-Q1;2.930.345;
KOR;UNEMP;25_74;PC_LF;Q;2014-Q2;3.076.548;
KOR;UNEMP;25_74;PC_LF;Q;2014-Q3;3.050.355;
KOR;UNEMP;25_74;PC_LF;Q;2014-Q4;313.579;
KOR;UNEMP;25_74;PC_LF;Q;2015-Q1;3.012.665;
KOR;UNEMP;25_74;PC_LF;Q;2015-Q2;3.142.714;
KOR;UNEMP;25_74;PC_LF;Q;2015-Q3;3.170.047;
KOR;UNEMP;25_74;PC_LF;Q;2015-Q4;3.052.556;
KOR;UNEMP;25_74;PC_LF;Q;2016-Q1;3.163.124;
KOR;UNEMP;25_74;PC_LF;Q;2016-Q2;304.451;
KOR;UNEMP;25_74;PC_LF;Q;2016-Q3;3.304.635;
KOR;UNEMP;25_74;PC_LF;Q;2016-Q4;3.233.488;
KOR;UNEMP;25_74;PC_LF;Q;2017-Q1;3.225.701;
KOR;UNEMP;25_74;PC_LF;Q;2017-Q2;313.847;
KOR;UNEMP;25_74;PC_LF;Q;2017-Q3;3.302.162;
KOR;UNEMP;25_74;PC_LF;Q;2017-Q4;3.256.246;
KOR;UNEMP;25_74;PC_LF;Q;2018-Q1;3.283.317;
KOR;UNEMP;25_74;PC_LF;Q;2018-Q2;3.311.984;
KOR;UNEMP;25_74;PC_LF;Q;2018-Q3;3.684.798;
KOR;UNEMP;25_74;PC_LF;Q;2018-Q4;3.495.676;
KOR;UNEMP;25_74;PC_LF;Q;2019-Q1;3.469.531;
KOR;UNEMP;25_74;PC_LF;Q;2019-Q2;3.399.902;
KOR;UNEMP;25_74;PC_LF;Q;2019-Q3;3.259.678;
KOR;UNEMP;25_74;PC_LF;Q;2019-Q4;3.273.797;
KOR;UNEMP;25_74;PC_LF;Q;2020-Q1;3.252.871;
LUX;UNEMP;25_74;PC_LF;Q;2005-Q1;3.9;
LUX;UNEMP;25_74;PC_LF;Q;2005-Q2;3.866.667;
LUX;UNEMP;25_74;PC_LF;Q;2005-Q3;3.8;
LUX;UNEMP;25_74;PC_LF;Q;2005-Q4;3.8;
LUX;UNEMP;25_74;PC_LF;Q;2006-Q1;3.733.333;
LUX;UNEMP;25_74;PC_LF;Q;2006-Q2;3.7;
LUX;UNEMP;25_74;PC_LF;Q;2006-Q3;3.733.333;
LUX;UNEMP;25_74;PC_LF;Q;2006-Q4;3.7;
LUX;UNEMP;25_74;PC_LF;Q;2007-Q1;3.533.333;
LUX;UNEMP;25_74;PC_LF;Q;2007-Q2;3.333.333;
LUX;UNEMP;25_74;PC_LF;Q;2007-Q3;3.2;
LUX;UNEMP;25_74;PC_LF;Q;2007-Q4;3.366.667;
LUX;UNEMP;25_74;PC_LF;Q;2008-Q1;3.566.667;
LUX;UNEMP;25_74;PC_LF;Q;2008-Q2;3.866.667;
LUX;UNEMP;25_74;PC_LF;Q;2008-Q3;4;
LUX;UNEMP;25_74;PC_LF;Q;2008-Q4;4.166.667;
LUX;UNEMP;25_74;PC_LF;Q;2009-Q1;4.3;
LUX;UNEMP;25_74;PC_LF;Q;2009-Q2;4.2;
LUX;UNEMP;25_74;PC_LF;Q;2009-Q3;4.1;
LUX;UNEMP;25_74;PC_LF;Q;2009-Q4;4;
LUX;UNEMP;25_74;PC_LF;Q;2010-Q1;3.8;
LUX;UNEMP;25_74;PC_LF;Q;2010-Q2;3.733.333;
LUX;UNEMP;25_74;PC_LF;Q;2010-Q3;3.8;
LUX;UNEMP;25_74;PC_LF;Q;2010-Q4;4.066.667;
LUX;UNEMP;25_74;PC_LF;Q;2011-Q1;4.066.667;
LUX;UNEMP;25_74;PC_LF;Q;2011-Q2;4.066.667;
LUX;UNEMP;25_74;PC_LF;Q;2011-Q3;4.166.667;
LUX;UNEMP;25_74;PC_LF;Q;2011-Q4;3.966.667;
LUX;UNEMP;25_74;PC_LF;Q;2012-Q1;4.1;
LUX;UNEMP;25_74;PC_LF;Q;2012-Q2;4.166.667;
LUX;UNEMP;25_74;PC_LF;Q;2012-Q3;4.133.333;
LUX;UNEMP;25_74;PC_LF;Q;2012-Q4;4.333.333;
LUX;UNEMP;25_74;PC_LF;Q;2013-Q1;4.7;
LUX;UNEMP;25_74;PC_LF;Q;2013-Q2;5.066.667;
LUX;UNEMP;25_74;PC_LF;Q;2013-Q3;5.333.333;
LUX;UNEMP;25_74;PC_LF;Q;2013-Q4;5.333.333;
LUX;UNEMP;25_74;PC_LF;Q;2014-Q1;5.133.333;
LUX;UNEMP;25_74;PC_LF;Q;2014-Q2;5;
LUX;UNEMP;25_74;PC_LF;Q;2014-Q3;4.933.333;
LUX;UNEMP;25_74;PC_LF;Q;2014-Q4;5.033.333;
LUX;UNEMP;25_74;PC_LF;Q;2015-Q1;5.366.667;
LUX;UNEMP;25_74;PC_LF;Q;2015-Q2;5.566.667;
LUX;UNEMP;25_74;PC_LF;Q;2015-Q3;5.566.667;
LUX;UNEMP;25_74;PC_LF;Q;2015-Q4;5.566.667;
LUX;UNEMP;25_74;PC_LF;Q;2016-Q1;5.4;
LUX;UNEMP;25_74;PC_LF;Q;2016-Q2;5.233.333;
LUX;UNEMP;25_74;PC_LF;Q;2016-Q3;5.266.667;
LUX;UNEMP;25_74;PC_LF;Q;2016-Q4;5.3;
LUX;UNEMP;25_74;PC_LF;Q;2017-Q1;5;
LUX;UNEMP;25_74;PC_LF;Q;2017-Q2;4.733.333;
LUX;UNEMP;25_74;PC_LF;Q;2017-Q3;4.766.667;
LUX;UNEMP;25_74;PC_LF;Q;2017-Q4;4.733.333;
LUX;UNEMP;25_74;PC_LF;Q;2018-Q1;4.833.333;
LUX;UNEMP;25_74;PC_LF;Q;2018-Q2;4.8;
LUX;UNEMP;25_74;PC_LF;Q;2018-Q3;4.866.667;
LUX;UNEMP;25_74;PC_LF;Q;2018-Q4;4.666.667;
LUX;UNEMP;25_74;PC_LF;Q;2019-Q1;4.533.333;
LUX;UNEMP;25_74;PC_LF;Q;2019-Q2;4.633.333;
LUX;UNEMP;25_74;PC_LF;Q;2019-Q3;4.733.333;
LUX;UNEMP;25_74;PC_LF;Q;2019-Q4;4.766.667;
LUX;UNEMP;25_74;PC_LF;Q;2020-Q1;5.066.667;
MEX;UNEMP;25_74;PC_LF;Q;2005-Q1;2.765.301;
MEX;UNEMP;25_74;PC_LF;Q;2005-Q2;2.836.435;
MEX;UNEMP;25_74;PC_LF;Q;2005-Q3;253.648;
MEX;UNEMP;25_74;PC_LF;Q;2005-Q4;2.378.829;
MEX;UNEMP;25_74;PC_LF;Q;2006-Q1;256.357;
MEX;UNEMP;25_74;PC_LF;Q;2006-Q2;2.470.695;
MEX;UNEMP;25_74;PC_LF;Q;2006-Q3;2.738.411;
MEX;UNEMP;25_74;PC_LF;Q;2006-Q4;2.767.431;
MEX;UNEMP;25_74;PC_LF;Q;2007-Q1;2.879.489;
MEX;UNEMP;25_74;PC_LF;Q;2007-Q2;2.641.299;
MEX;UNEMP;25_74;PC_LF;Q;2007-Q3;2.672.428;
MEX;UNEMP;25_74;PC_LF;Q;2007-Q4;2.752.392;
MEX;UNEMP;25_74;PC_LF;Q;2008-Q1;2.853.518;
MEX;UNEMP;25_74;PC_LF;Q;2008-Q2;2.614.569;
MEX;UNEMP;25_74;PC_LF;Q;2008-Q3;2.883.835;
MEX;UNEMP;25_74;PC_LF;Q;2008-Q4;3.369.467;
MEX;UNEMP;25_74;PC_LF;Q;2009-Q1;3.872.903;
MEX;UNEMP;25_74;PC_LF;Q;2009-Q2;4.164.612;
MEX;UNEMP;25_74;PC_LF;Q;2009-Q3;4.564.248;
MEX;UNEMP;25_74;PC_LF;Q;2009-Q4;4.309.091;
MEX;UNEMP;25_74;PC_LF;Q;2010-Q1;4.218.502;
MEX;UNEMP;25_74;PC_LF;Q;2010-Q2;4.248.196;
MEX;UNEMP;25_74;PC_LF;Q;2010-Q3;3.998.033;
MEX;UNEMP;25_74;PC_LF;Q;2010-Q4;4.328.756;
MEX;UNEMP;25_74;PC_LF;Q;2011-Q1;4.023.921;
MEX;UNEMP;25_74;PC_LF;Q;2011-Q2;4.205.893;
MEX;UNEMP;25_74;PC_LF;Q;2011-Q3;4.076.119;
MEX;UNEMP;25_74;PC_LF;Q;2011-Q4;3.844.207;
MEX;UNEMP;25_74;PC_LF;Q;2012-Q1;3.844.753;
MEX;UNEMP;25_74;PC_LF;Q;2012-Q2;3.794.485;
MEX;UNEMP;25_74;PC_LF;Q;2012-Q3;3.682.268;
MEX;UNEMP;25_74;PC_LF;Q;2012-Q4;3.970.958;
MEX;UNEMP;25_74;PC_LF;Q;2013-Q1;3.879.326;
MEX;UNEMP;25_74;PC_LF;Q;2013-Q2;4.044.569;
MEX;UNEMP;25_74;PC_LF;Q;2013-Q3;3.782.728;
MEX;UNEMP;25_74;PC_LF;Q;2013-Q4;3.693.884;
MEX;UNEMP;25_74;PC_LF;Q;2014-Q1;3.824.446;
MEX;UNEMP;25_74;PC_LF;Q;2014-Q2;3.841.902;
MEX;UNEMP;25_74;PC_LF;Q;2014-Q3;3.887.993;
MEX;UNEMP;25_74;PC_LF;Q;2014-Q4;3.471.992;
MEX;UNEMP;25_74;PC_LF;Q;2015-Q1;3.363.546;
MEX;UNEMP;25_74;PC_LF;Q;2015-Q2;3.422.423;
MEX;UNEMP;25_74;PC_LF;Q;2015-Q3;3.425.955;
MEX;UNEMP;25_74;PC_LF;Q;2015-Q4;3.377.874;
MEX;UNEMP;25_74;PC_LF;Q;2016-Q1;3.233.407;
MEX;UNEMP;25_74;PC_LF;Q;2016-Q2;3.115.596;
MEX;UNEMP;25_74;PC_LF;Q;2016-Q3;303.844;
MEX;UNEMP;25_74;PC_LF;Q;2016-Q4;286.767;
MEX;UNEMP;25_74;PC_LF;Q;2017-Q1;2.761.184;
MEX;UNEMP;25_74;PC_LF;Q;2017-Q2;2.751.056;
MEX;UNEMP;25_74;PC_LF;Q;2017-Q3;255.314;
MEX;UNEMP;25_74;PC_LF;Q;2017-Q4;2.708.415;
MEX;UNEMP;25_74;PC_LF;Q;2018-Q1;2.456.121;
MEX;UNEMP;25_74;PC_LF;Q;2018-Q2;2.589.184;
MEX;UNEMP;25_74;PC_LF;Q;2018-Q3;2.537.271;
MEX;UNEMP;25_74;PC_LF;Q;2018-Q4;2.619.358;
MEX;UNEMP;25_74;PC_LF;Q;2019-Q1;2.687.608;
MEX;UNEMP;25_74;PC_LF;Q;2019-Q2;2.810.143;
MEX;UNEMP;25_74;PC_LF;Q;2019-Q3;2.670.864;
MEX;UNEMP;25_74;PC_LF;Q;2019-Q4;2.641.062;
MEX;UNEMP;25_74;PC_LF;Q;2020-Q1;2.723.508;B
NLD;UNEMP;25_74;PC_LF;Q;2005-Q1;5.766.667;
NLD;UNEMP;25_74;PC_LF;Q;2005-Q2;5.766.667;
NLD;UNEMP;25_74;PC_LF;Q;2005-Q3;5.633.333;
NLD;UNEMP;25_74;PC_LF;Q;2005-Q4;5.566.667;
NLD;UNEMP;25_74;PC_LF;Q;2006-Q1;5.266.667;
NLD;UNEMP;25_74;PC_LF;Q;2006-Q2;5.033.333;
NLD;UNEMP;25_74;PC_LF;Q;2006-Q3;4.8;
NLD;UNEMP;25_74;PC_LF;Q;2006-Q4;4.733.333;
NLD;UNEMP;25_74;PC_LF;Q;2007-Q1;4.433.333;
NLD;UNEMP;25_74;PC_LF;Q;2007-Q2;4.033.333;
NLD;UNEMP;25_74;PC_LF;Q;2007-Q3;3.933.333;
NLD;UNEMP;25_74;PC_LF;Q;2007-Q4;3.9;
NLD;UNEMP;25_74;PC_LF;Q;2008-Q1;3.666.667;
NLD;UNEMP;25_74;PC_LF;Q;2008-Q2;3.6;
NLD;UNEMP;25_74;PC_LF;Q;2008-Q3;3.566.667;
NLD;UNEMP;25_74;PC_LF;Q;2008-Q4;3.533.333;
NLD;UNEMP;25_74;PC_LF;Q;2009-Q1;3.666.667;
NLD;UNEMP;25_74;PC_LF;Q;2009-Q2;3.933.333;
NLD;UNEMP;25_74;PC_LF;Q;2009-Q3;4.233.333;
NLD;UNEMP;25_74;PC_LF;Q;2009-Q4;4.533.333;
NLD;UNEMP;25_74;PC_LF;Q;2010-Q1;4.8;
NLD;UNEMP;25_74;PC_LF;Q;2010-Q2;4.733.333;
NLD;UNEMP;25_74;PC_LF;Q;2010-Q3;4.8;
NLD;UNEMP;25_74;PC_LF;Q;2010-Q4;4.7;
NLD;UNEMP;25_74;PC_LF;Q;2011-Q1;4.733.333;
NLD;UNEMP;25_74;PC_LF;Q;2011-Q2;4.733.333;
NLD;UNEMP;25_74;PC_LF;Q;2011-Q3;4.933.333;
NLD;UNEMP;25_74;PC_LF;Q;2011-Q4;5.233.333;
NLD;UNEMP;25_74;PC_LF;Q;2012-Q1;5.2;
NLD;UNEMP;25_74;PC_LF;Q;2012-Q2;5.433.333;
NLD;UNEMP;25_74;PC_LF;Q;2012-Q3;5.566.667;
NLD;UNEMP;25_74;PC_LF;Q;2012-Q4;5.9;
NLD;UNEMP;25_74;PC_LF;Q;2013-Q1;6.5;
NLD;UNEMP;25_74;PC_LF;Q;2013-Q2;6.933.333;
NLD;UNEMP;25_74;PC_LF;Q;2013-Q3;7.2;
NLD;UNEMP;25_74;PC_LF;Q;2013-Q4;7.2;
NLD;UNEMP;25_74;PC_LF;Q;2014-Q1;7.466.667;
NLD;UNEMP;25_74;PC_LF;Q;2014-Q2;7.333.333;
NLD;UNEMP;25_74;PC_LF;Q;2014-Q3;7;
NLD;UNEMP;25_74;PC_LF;Q;2014-Q4;7.1;
NLD;UNEMP;25_74;PC_LF;Q;2015-Q1;7.2;
NLD;UNEMP;25_74;PC_LF;Q;2015-Q2;7.033.333;
NLD;UNEMP;25_74;PC_LF;Q;2015-Q3;6.7;
NLD;UNEMP;25_74;PC_LF;Q;2015-Q4;6.7;
NLD;UNEMP;25_74;PC_LF;Q;2016-Q1;6.366.667;
NLD;UNEMP;25_74;PC_LF;Q;2016-Q2;6.2;
NLD;UNEMP;25_74;PC_LF;Q;2016-Q3;5.733.333;
NLD;UNEMP;25_74;PC_LF;Q;2016-Q4;5.433.333;
NLD;UNEMP;25_74;PC_LF;Q;2017-Q1;5.233.333;
NLD;UNEMP;25_74;PC_LF;Q;2017-Q2;5.033.333;
NLD;UNEMP;25_74;PC_LF;Q;2017-Q3;4.833.333;
NLD;UNEMP;25_74;PC_LF;Q;2017-Q4;4.566.667;
